id,name,neighbourhood,neighbourhood_cleansed,room_type,price,latitude,longitude
273106,"beautiful stylish apartment, Berlin",,Wedding Zentrum,Entire home/apt,$64.00,52.54386,13.35737
277245,COSY 2 ROOM APARTMENT IN MITTE,,Brunnenstr. Süd,Entire home/apt,$120.00,52.53239,13.40097
278415,NEW Berlin Bellevue *Victory Column,,Moabit Ost,Entire home/apt,$79.00,52.51941,13.3527
279315,Flat in Neukölln (Postmodern Cloister ),"Berlin, Germany",Reuterstraße,Entire home/apt,$45.00,52.4836,13.43745
279344,Happy-haven in the heart of Berlin,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$71.00,52.53013000000001,13.4044
282214,Nice room close to Kurfürstendamm,,Kantstraße,Private room,$29.00,52.507740000000005,13.30346
292864,Lounge Room –  Alex in 5 Min,"Berlin, Germany",Prenzlauer Berg Südwest,Private room,$48.00,52.53091,13.41711
301773,Nice Apartment at Prenzlauer Berg,,Prenzlauer Berg Süd,Entire home/apt,$64.00,52.5329,13.42622
302167,Nice 2 Room apartment at Prenzl Bg,,Prenzlauer Berg Süd,Entire home/apt,$66.00,52.53386,13.42755
303097,Beautiful city apartment at park,"Berlin, Germany",Prenzlauer Berg Süd,Private room,$44.00,52.52944,13.42763
303741,Beletage in the middle of B/Mitte,,Alexanderplatz,Private room,$49.00,52.527080000000005,13.39102
304904,bedroom with your own bath,,Prenzlauer Berg Nordwest,Private room,$30.00,52.55381,13.40553
305987,Lovely Apartment in Berlin Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Nordwest,Entire home/apt,$71.00,52.5471,13.40716
306312,LOVINGLY RESTORED 100qm APARTMENT,,Helmholtzplatz,Entire home/apt,$159.00,52.53992,13.42176
306502,"1,5 bedroom at Ku'damm close to IFA","Berlin, Germany",Kurfürstendamm,Entire home/apt,$71.00,52.50011,13.3128
309511,Prenzlberg Designer Apt w. Balcony,,Prenzlauer Berg Süd,Entire home/apt,$65.00,52.53745,13.42728
311703,Elegant 4 Room Apartment with 2 Bathrooms,"Berlin, Germany",Schöneberg-Nord,Entire home/apt,$199.00,52.49599,13.35716
313876,quiet spacious sunny  2 room apt  w view 4.floor l,,Halensee,Entire home/apt,$44.00,52.499030000000005,13.29296
316327,"Spacious, Sunlit & Great Furniture","Berlin, Germany",Frankfurter Allee Süd FK,Private room,$27.00,52.51301,13.46434
316462,Central Mitte:Galleries/Bars/Rest.,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$59.00,52.52881,13.388470000000002
320028,Nice room with ensuite bathroom,,Friedenau,Private room,$43.00,52.47034,13.33677
320279,STUDIO NEAR KASTANIENALLE,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$77.00,52.53164,13.40554
320305,"Berlin Friedrichshain 1,5km to Alex","Berlin, Germany",Karl-Marx-Allee-Süd,Private room,$38.00,52.51744,13.43315
321295,Beautiful 1-room apartment,,Albrechtstr.,Entire home/apt,$45.00,52.46309,13.34247
321308,Schönes Apartment in Berlin,,Friedenau,Entire home/apt,$50.00,52.46236999999999,13.34418
321378,Designer Top-Floor Flat / 2 Roof Terraces in Mitte,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$108.00,52.53471,13.40359
322463,"Great value in Prenzlauer Berg, free parking","Berlin, Germany",Prenzlauer Berg Ost,Entire home/apt,$65.00,52.54053,13.43765
322520,Sunny GARDEN apt in Prenzlauer Berg,"Berlin, Germany",Prenzlauer Berg Nord,Entire home/apt,$65.00,52.542280000000005,13.43639
323243,nettes Zweibettzimmer 1.3 (1. Etage),"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$28.00,52.48348000000001,13.42909
323250,schickes Zweibettzimmer 1.1  (1. Etage),"Berlin, Germany",Neuköllner Mitte/Zentrum,Private room,$28.00,52.48348000000001,13.42909
323255,3 beds room No. 4 in Berlin,,Neuköllner Mitte/Zentrum,Private room,$47.00,52.48348000000001,13.42909
323259,3 beds room No. 2 in Berlin,,Neuköllner Mitte/Zentrum,Private room,$47.00,52.48348000000001,13.42909
326608,RealCozyAltbau in outgoingKreuzberg,"Berlin, Germany",nördliche Luisenstadt,Entire home/apt,$72.00,52.5022,13.43293
327442,Best place!,,Schöneberg-Süd,Private room,$35.00,52.48071,13.35484
329648,nice room with a balcony,,Prenzlauer Berg Nord,Private room,$58.00,52.55223,13.41466
335273,Cool Design Apartment in Berlin,,Prenzlauer Berg Südwest,Entire home/apt,$66.00,52.537690000000005,13.40872
341910,Top floor apartment in Berlin,,Südliche Friedrichstadt,Entire home/apt,$65.00,52.49885,13.40021
344856,Too good to be true - in Friedrichshain Berlin,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$54.00,52.51321,13.45825
344986,Sunny Cosy Prenzlauer Berg Berlin,"Berlin, Germany",Prenzlauer Berg Südwest,Private room,$70.00,52.53754,13.41968
345373,Loft-Apartment in Charlottenburg,,Otto-Suhr-Allee,Entire home/apt,$43.00,52.51821,13.3179
346404,sweet & cozy home away from home - quiet & green,,Alt  Treptow,Entire home/apt,$40.00,52.49329,13.44856
354033,1 ruhige Ferienwohnung,,Altglienicke,Entire home/apt,$74.00,52.41265,13.549879999999998
355227,Il Nido - Berlin's Mitte for 1-2,"Berlin, Germany",Moabit Ost,Entire home/apt,$35.00,52.52332,13.35737
355494,2-room-holiday-apartment,,Blankenburg/Heinersdorf/Märchenland,Entire home/apt,$55.00,52.58057,13.44523
357128,Central Large Room &  Balcony in Cosy Apt Berlin,"Berlin, Germany",Schöneberg-Nord,Private room,$50.00,52.49275,13.36883
357984,Central Kreuzberg apartment,"Berlin, Germany",nördliche Luisenstadt,Entire home/apt,$54.00,52.50395,13.42005
362076,BEMYGUEST-FAMILY RESIDENCY MITTE,,Alexanderplatz,Entire home/apt,$110.00,52.52141,13.40494
362701,Gemütliches Apartment mit Vogelzwitschern,"Berlin, Germany",Karl-Marx-Allee-Süd,Entire home/apt,$89.00,52.50445,13.43745
362874,Apartment in Neukölln/Kreuzberg,,Reuterstraße,Entire home/apt,$78.00,52.49058,13.42399
363413,Room Prenzlauer Berg Kollwitzplatz area,"Berlin, Germany",Prenzlauer Berg Südwest,Private room,$56.00,52.53586,13.42137
363454,Apartment Berlin Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$79.00,52.49323,13.411829999999998
380281,"big, bright, sunny and a balcony",,Pankow Süd,Private room,$35.00,52.55996999999999,13.41787
387607,Ground floor apartment with terrace,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$49.00,52.5088,13.45604
393598,"Quiet Oasis  in ""Kreuzkölln"" 60 sqm","Berlin, Germany",Reuterstraße,Entire home/apt,$67.00,52.48367,13.43881
395063,furnished Room in an apartment in Friedrichshain,,Frankfurter Allee Nord,Private room,$28.00,52.51586,13.46388
398011,2-room miracle in P-berg + balcony,,Prenzlauer Berg Ost,Entire home/apt,$65.00,52.53699,13.43935
398962,SUNNY LOFT/ARTIST-SPACE IN NEUKÖLLN,,Reuterstraße,Entire home/apt,$80.00,52.49003,13.42481
399312,Bright and cosy flat wit balcony :),,Schillerpromenade,Entire home/apt,$80.00,52.47636,13.42545
399386,2 room Apartment Schöneberg,,Schöneberg-Süd,Entire home/apt,$69.00,52.48307,13.361070000000002
400642,sunny and spacious 2-room flat,,Halensee,Entire home/apt,$168.00,52.50258,13.29305
400832,Room in great green city location,,Schloßstr.,Private room,$40.00,52.46055,13.30744
401242,Beautiful & large in central Berlin,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$140.00,52.540490000000005,13.41604
406774,Quiet room 42 min from BER  @Central Berlin Xberg,"Berlin, Germany",Südliche Friedrichstadt,Private room,$49.00,52.50342,13.38787
408575,"*Own bathroom, city center, quiet*",,Prenzlauer Berg Südwest,Private room,$45.00,52.53241,13.41997
408756,ZAZA - APARTMENT PRENZLAUER BERG,,Prenzlauer Berg Südwest,Entire home/apt,$109.00,52.53876999999999,13.411179999999998
410020,"room in spacious 2 room apt. in Rixdorf, Neukölln",,Rixdorf,Private room,$25.00,52.47367,13.4485
412418,"2,5 Room Apartment in Neukölln, Berlin","Berlin, Germany",Rixdorf,Entire home/apt,$50.00,52.48252,13.44715
417143,gorgeous loft room  kreuzberg,,Tempelhofer Vorstadt,Entire home/apt,$39.00,52.48835,13.405779999999998
420114,Stylish Attic-Penthouse in Mitte/Kreuzberg,,Alexanderplatz,Entire home/apt,$100.00,52.5142,13.41541
425411,Nice vacation apartment in Berlin-Mitte,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$70.00,52.52971,13.389070000000002
425487,Nice and quiet apartment in Berlin-Mitte,"Berlin, Germany",Brunnenstr. Süd,Entire home/apt,$65.00,52.52961,13.38904
426887,2-room apt in Friedrichshain/WLAN,"Berlin, Germany",Frankfurter Allee Süd FK,Entire home/apt,$31.00,52.50931,13.47357
429677,90 m² Family Base @ Kreuzberg /Gräfekiez,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$75.00,52.49197,13.41466
431652,Upstairs at Eric's,,Frankfurter Allee Süd FK,Private room,$45.00,52.510940000000005,13.467
432460,Cosy Room in lovely Neighborhood,"Berlin, Germany",Prenzlauer Berg Süd,Private room,$22.00,52.53589,13.4242
434209,Cute In-Law Suite with Garden Access,,Nord 2,Entire home/apt,$32.00,52.59404,13.32581
439089,Spacious & Sunny in Prenzlauer Berg,"Berlin, Germany",Helmholtzplatz,Entire home/apt,$154.00,52.54122,13.413429999999998
439613,Berlin Flair,,Prenzlauer Berg Südwest,Private room,$38.00,52.53829,13.41156
439631,2 room stylish near Mauerpark  WLAN,,Prenzlauer Berg Süd,Entire home/apt,$56.00,52.53784,13.42853
446975,Coach House with a little garden,,Helmholtzplatz,Entire home/apt,$50.00,52.54133,13.413
447524,City apartment at the Ku`damm,,Düsseldorfer Straße,Entire home/apt,$28.00,52.4945,13.30413
453070,Apartment in Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Private room,$110.00,52.487730000000006,13.396020000000002
456839,Charming converted cottage,,Zehlendorf  Nord,Entire home/apt,$90.00,52.4372,13.24245
456902,Maisonette Apartment in Kreuzberg,"Berlin, Germany",Tempelhofer Vorstadt,Entire home/apt,$83.00,52.49295,13.41286
462459,COOL BERLIN MITTE FLAT,,Prenzlauer Berg Südwest,Entire home/apt,$76.00,52.53285,13.41973
464324,spacious room in light-flooded classy apartment,"Berlin, Germany",Schöneberg-Nord,Private room,$48.00,52.48922,13.37415
466983,beautiful light room in 100qm place,,Prenzlauer Berg Südwest,Private room,$29.00,52.52986,13.41008
471495,"Nice, bright, quiet and comfy!",,Schillerpromenade,Private room,$33.00,52.4804,13.42087
473386,"Schoeneberg, KaDeWe, Gay Area (201)","Berlin, Germany",Schöneberg-Nord,Entire home/apt,$95.00,52.49807,13.33826
475193,Museum's  island  Mitte in Mitte,"Berlin, Germany",Alexanderplatz,Private room,$47.00,52.52331,13.406020000000002
476077,Cosy Penthouse + sunny patio in NK,"Berlin, Germany",Reuterstraße,Entire home/apt,$54.00,52.48757,13.4393
477515,"Apartment in Prenslauerberg, Mitte,","Berlin, Germany",Helmholtzplatz,Entire home/apt,$202.00,52.54297,13.42026
477744,Bed&bike in the heart of Kreuzberg,,nördliche Luisenstadt,Private room,$30.00,52.50121,13.41816
478015,Sunny and Spacious Design Apartment,"Berlin, Germany",Schöneberg-Nord,Entire home/apt,$85.00,52.49824,13.35382
484506,Cosy flat in the heart of Kreuzberg,,südliche Luisenstadt,Entire home/apt,$58.00,52.49592,13.42476
485726,"TOP City-West,Shopping+GayArea 202",,Düsseldorfer Straße,Entire home/apt,$58.00,52.49909,13.33641
486192,very central and charming room,,Alexanderplatz,Private room,$45.00,52.52874,13.4069
487126,Exclusive apartment in top location,,Prenzlauer Berg Südwest,Entire home/apt,$140.00,52.53746,13.41811
488161,Stylish Apartment in Schillerkiez,,Schillerpromenade,Entire home/apt,$91.00,52.47967,13.42351
493072,1 Room in Berlin Center with Artist,"Berlin, Germany",Alexanderplatz,Private room,$44.00,52.52916999999999,13.40289
493539,Spend the night in the oldest house in Berlin!,"Berlin, Germany",Alexanderplatz,Entire home/apt,$125.00,52.51736,13.41529
495435,Great flat in Berlin-Kreuzberg!,,Tempelhofer Vorstadt,Entire home/apt,$50.00,52.49273,13.41885
496570,90 qm in Berlin Mitte - center,,Alexanderplatz,Entire home/apt,$65.00,52.533730000000006,13.379220000000002
499342,"Central, bright & charming in Mitte",,Brunnenstr. Süd,Entire home/apt,$65.00,52.53569,13.37866
499353,Central & tasteful apt in Mitte,,Brunnenstr. Süd,Entire home/apt,$65.00,52.53692,13.38
499850,Berlin Mitte - Sunny Penthouse,,Alexanderplatz,Private room,$53.00,52.51206,13.4175
501735,Beautiful 3 room apt. in Kreuzberg,,Tempelhofer Vorstadt,Entire home/apt,$39.00,52.49491,13.39652
502598,"Casa Marfisa: great location, Mitte",,Brunnenstr. Süd,Entire home/apt,$101.00,52.53325,13.402170000000002
504259,AMAZING APARTMENT 1 - TOP LOCATION,,Helmholtzplatz,Entire home/apt,$193.00,52.5436,13.42162
507671,Best Location in Berlin-Kreuzberg,,südliche Luisenstadt,Entire home/apt,$95.00,52.49472,13.42707
509432,"25m2 room in Berlin, Prenzlauerberg",,Helmholtzplatz,Private room,$35.00,52.54502,13.41874
509787,Top apartment Mexikoplatz Berlin,,Zehlendorf  Nord,Entire home/apt,$80.00,52.43813000000001,13.23204
510987,Charming flat in Neukölln,,Reuterstraße,Private room,$38.00,52.48659,13.43622
511935,high standard 170sqm rooftop w/2ter in Schöneberg,"Berlin, Germany",Schöneberg-Süd,Entire home/apt,$245.00,52.48891999999999,13.35035
512476,"Modern apartment, 4 people in Tempe",,Tempelhof,Entire home/apt,$60.00,52.45885,13.38725
514246,Sunny 2br flat with big balcony,"Berlin, Germany",Schöneberg-Nord,Entire home/apt,$60.00,52.4914,13.37525
519356,beautifull vintag-2 room appartment,,Alt  Treptow,Entire home/apt,$37.00,52.49159,13.4481
519671,Great apartment in central Berlin,,Prenzlauer Berg Nordwest,Entire home/apt,$59.00,52.54861,13.406479999999998
520538,Apart. Prenzlb./Helmholtzplatz WiFi,,Helmholtzplatz,Entire home/apt,$109.00,52.54377,13.41862
523052,Domizil Neu Venedig FeWo für 4 Per,"Berlin, Germany",Rahnsdorf/Hessenwinkel,Entire home/apt,$59.00,52.432680000000005,13.70902
530315,Wohlfühl-Insel - Ideal zentral 76 qm Berlin-Mitte,"Berlin, Germany",Alexanderplatz,Entire home/apt,$92.00,52.51797,13.41944
532687,lovely home - heart of neukölln,,Neuköllner Mitte/Zentrum,Private room,$40.00,52.4684,13.4436
533155,4m high ceiling Studio next to the river Spree,"Berlin, Germany",Moabit West,Entire home/apt,$79.00,52.52495,13.32959
533523,Berlin Designer Apartment Marlene,,Schöneberg-Süd,Entire home/apt,$54.00,52.48114,13.36058
533864,"new, stylish, comfortable, center",,Alexanderplatz,Entire home/apt,$100.00,52.50607,13.42231
534415,"Spac. 85m sq three room appartment,",,Wedding Zentrum,Entire home/apt,$64.00,52.551680000000005,13.37969
534931,Feine Sonnenloge/Splendid Sunlodge,"Berlin, Germany",Schillerpromenade,Entire home/apt,$21.00,52.47281,13.42611
541569,Apartment near Mauerpark,,Prenzlauer Berg Nordwest,Entire home/apt,$68.00,52.54858,13.39993
541663,1-room flat in Kreuzkölln/WIFI,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$29.00,52.49607,13.42154
542316,by the lake,,Schmöckwitz/Karolinenhof/Rauchfangswerder,Entire home/apt,$99.00,52.3462,13.64467
542674,Nice room in Berlin Schöneberg,,Schöneberg-Nord,Private room,$40.00,52.49054,13.34963
544553,freundliche Unterkunft im Herzen Kreuzbergs!,"Berlin, Germany",Tempelhofer Vorstadt,Private room,$40.00,52.49276999999999,13.39564
545037,ROOF TERRACE DREAM CHARLOTTENBURG,"Berlin, Germany",Neue Kantstraße,Entire home/apt,$73.00,52.5058,13.29771
550445,Cosy flat with garden + nice location,"Berlin, Germany",Wedding Zentrum,Entire home/apt,$39.00,52.55127,13.37895
551644,"Charming, sunny, clean central flat","Berlin, Germany",Tempelhofer Vorstadt,Private room,$59.00,52.49193,13.410420000000002
551710,Traumhafte Wohnung in Kreuzberg,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$75.00,52.497130000000006,13.42423
552927,Alexanderplatz 32 Min--family--flat,"Berlin, Germany",Baumschulenweg,Entire home/apt,$59.00,52.46374,13.48387
555352,Caravan Landhaus Seeapartment,,Schmöckwitz/Karolinenhof/Rauchfangswerder,Entire home/apt,$60.00,52.3458,13.643679999999998
556691,Beautiful Large Apartment in Mitte!,"Berlin, Germany",Brunnenstr. Nord,Entire home/apt,$120.00,52.54014,13.373220000000002
559210,In the heart of Berlin,"Berlin, Germany",Alexanderplatz,Private room,$50.00,52.52565,13.39566
559794,Bright & Playful Writers Apartment in Neukölln,,Schillerpromenade,Entire home/apt,$80.00,52.48127,13.4232
563505,MINI KINO BERLIN,,Kurfürstendamm,Entire home/apt,$69.00,52.50373,13.30932
566841,2-room apartment in Friedrichshain,,Karl-Marx-Allee-Süd,Entire home/apt,$82.00,52.513740000000006,13.45184
568307,Beautiful furnished room Prenzlberg,,Helmholtzplatz,Private room,$34.00,52.54428000000001,13.41539
570153,2 rooms for rent Berlin Kladow  05/Z/AZ/006686-18,"Berlin, Germany",Gatow / Kladow,Private room,$49.00,52.47807,13.12634
571074,Nice place to stay,,Johannisthal,Entire home/apt,$50.00,52.43263,13.509620000000002
573171,PalazoNour  im Prenzlauer Berg,,Prenzlauer Berg Süd,Private room,$35.00,52.52837,13.41968
573259,1 bedroom in beautiful 3 room apt Berlin Mitte,"Berlin, Germany",Moabit West,Private room,$60.00,52.52511,13.33861
574094,Nice 2-br-apartment in Kreuzberg,,Tempelhofer Vorstadt,Entire home/apt,$55.00,52.49046,13.40949
578612,Beautiful Appartment to Rent !!!!!,,Schillerpromenade,Entire home/apt,$59.00,52.46546,13.42372
578821,Apartment Central Nollendorfplatz,,Schöneberg-Nord,Entire home/apt,$29.00,52.49828,13.34879
580013,"Gorgeous Deluxe Apartment near Kudamm, KaDeWe","Berlin, Germany",Schöneberg-Nord,Entire home/apt,$58.00,52.49978,13.34365
582053,Beautiful Flat in Prenzlauer Berg,,Prenzlauer Berg Südwest,Entire home/apt,$70.00,52.53761,13.423470000000002
583916,Gästeappartement in Rudow (App. 2),"Berlin, Germany",Rudow,Entire home/apt,$50.00,52.41493,13.478229999999998
584012,In the middle of the action in Berlin,"Berlin, Germany",Tempelhofer Vorstadt,Private room,$22.00,52.50108,13.37521
584757,Nice room trendy Prenzlauberg,,Prenzlauer Berg Nordwest,Private room,$20.00,52.55564,13.40689
584858,Light and cozy room with breakfast,"Berlin, Germany",Parkviertel,Private room,$43.00,52.54792,13.353
588011,Kreuzberg idyll on the Landwehrkana,,Reuterstraße,Entire home/apt,$80.00,52.49279,13.4269
589169,Lovely flat in Prenzlauer Berg,,Prenzlauer Berg Süd,Entire home/apt,$140.00,52.53148,13.4256
589285,Soothing Retreat in Hip Kreuzkölln,"Berlin, Germany",Rixdorf,Entire home/apt,$39.00,52.48515,13.44967
590200,Gästeappartement in Rudow (App.1),"Berlin, Germany",Rudow,Entire home/apt,$60.00,52.4132,13.47822
590948,Comfy Room w Green Balcony in West Berlin,"Berlin, Germany",Wiesbadener Straße,Private room,$34.00,52.46844,13.31464
592059,Beautiful 1 1/2 r. in student area,,Schillerpromenade,Private room,$50.00,52.47102,13.4279
594027,NEW! Maisonette Apartment in best area in Mitte,"Berlin, Germany",Prenzlauer Berg Südwest,Entire home/apt,$133.00,52.52913,13.40937
594032,NEW City West apt. for 8 people,,Halensee,Entire home/apt,$108.00,52.4974,13.30259
597413,Cozy flat,,Ost 2,Private room,$29.00,52.57206,13.35545
598335,Lovely place with terrace in Mitte,,Brunnenstr. Süd,Entire home/apt,$65.00,52.52945,13.39296
598407,Small Paradise in Berlin Kreuzberg (2 bath rooms),,Tempelhofer Vorstadt,Entire home/apt,$76.00,52.49282,13.41261
598982,Altbau Kreuzberg Wienerstrasse,"Berlin, Germany",südliche Luisenstadt,Entire home/apt,$100.00,52.49615,13.43335
604068,Beautiful Spacious Berlin Flat,"Berlin, Germany",Parkviertel,Entire home/apt,$80.00,52.54587,13.34846
605009,Charming Hideout in Friedrichshain,,Karl-Marx-Allee-Süd,Entire home/apt,$32.00,52.511480000000006,13.44958
